id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
i233,Private room,70,30,19,3/10/2023,0.16,1,237,1,
i234,Entire home/apt,271,3,143,7/29/2023,1.12,2,74,23,
i235,Entire home/apt,110,3,28,6/4/2023,0.27,1,21,5,
i236,Entire home/apt,201,4,91,8/4/2023,0.71,12,174,17,
i237,Entire home/apt,250,3,106,4/5/2023,0.81,1,312,4,
i238,Entire home/apt,700,2,39,3/16/2023,0.31,1,250,3,
i239,Entire home/apt,320,45,142,8/5/2023,1.26,12,343,9,
i240,Entire home/apt,195,14,6,6/1/2023,0.19,1,274,2,
i241,Entire home/apt,1000,3,7,3/13/2017,0.06,1,365,0,
i242,Entire home/apt,685,2,147,12/22/2021,1.15,1,314,0,
i243,Entire home/apt,1999,3,1,3/11/2014,0.01,1,365,0,
i244,Private room,106,1,0,,,1,0,0,
i245,Entire home/apt,265,1,154,9/3/2023,1.97,1,249,17,
i246,Private room,100,1,7,10/22/2017,0.07,1,0,0,
i247,Private room,265,1,2,3/18/2013,0.02,1,0,0,
i248,Entire home/apt,3000,2,59,8/4/2019,0.46,1,0,0,
i249,Entire home/apt,171,3,358,8/15/2021,2.75,6,68,0,
i250,Entire home/apt,279,2,101,9/4/2023,0.87,1,342,11,
i251,Private room,125,1,0,,,1,0,0,
i252,Entire home/apt,199,90,3,2/28/2016,0.02,1,179,0,
i253,Entire home/apt,91,2,215,9/4/2023,1.66,1,114,38,
i254,Entire home/apt,260,1,7,4/28/2019,0.11,3,0,0,
i255,Entire home/apt,102,20,61,8/13/2023,0.47,10,344,6,
i256,Entire home/apt,1034,3,90,8/14/2023,0.69,7,221,27,
i257,Private room,74,3,52,6/15/2023,0.41,1,65,9,
i258,Entire home/apt,234,3,53,6/19/2023,0.59,3,153,4,
i259,Private room,60,1,0,,,1,0,0,
i260,Entire home/apt,171,3,226,8/13/2023,1.75,1,311,23,
i261,Entire home/apt,191,2,124,7/3/2023,0.97,2,0,21,
i262,Entire home/apt,130,30,9,10/26/2021,0.08,1,321,0,
i263,Entire home/apt,75,30,5,11/30/2022,0.05,2,266,1,
i264,Entire home/apt,99,30,22,8/17/2023,0.21,1,58,9,
i265,Entire home/apt,500,2,3,3/14/2019,0.02,1,0,0,
i266,Private room,98,30,167,3/8/2020,1.31,2,177,0,
i267,Private room,76,2,413,8/5/2023,3.21,6,74,36,
i268,Entire home/apt,160,2,35,7/10/2023,0.36,1,282,12,
i269,Entire home/apt,103,2,304,8/28/2023,2.82,3,61,50,
i270,Entire home/apt,446,2,4,5/21/2017,0.03,1,365,0,
i271,Private room,137,3,27,3/17/2022,0.21,4,71,0,
i272,Entire home/apt,90,14,87,5/29/2023,0.95,4,115,25,
i273,Entire home/apt,48,30,52,11/19/2022,0.41,2,252,1,
i274,Entire home/apt,600,3,6,3/14/2018,0.05,1,0,0,
i275,Entire home/apt,775,5,0,,,1,0,0,
i276,Entire home/apt,921,2,260,8/13/2023,2.04,1,339,20,
i277,Entire home/apt,115,3,86,6/8/2023,0.68,3,305,20,
i278,Entire home/apt,300,7,11,9/9/2019,0.09,2,192,0,
i279,Entire home/apt,425,3,2,3/18/2013,0.02,1,0,0,
i280,Entire home/apt,50,2,149,9/7/2022,2.61,1,0,0,
i281,Entire home/apt,397,1,292,8/27/2023,2.27,30,305,24,
i282,Entire home/apt,125,2,382,8/24/2023,3.3,2,336,33,
i283,Private room,164,1,0,,,1,0,0,
i284,Entire home/apt,450,3,6,3/23/2016,0.05,2,0,0,
i285,Entire home/apt,400,1,0,,,1,0,0,
i286,Private room,5021,3,2,8/30/2016,0.02,1,0,0,
i287,Private room,77,2,10,1/31/2021,0.08,1,321,0,
i288,Entire home/apt,300,2,6,3/22/2015,0.05,1,0,0,
i289,Entire home/apt,280,3,66,8/7/2023,0.52,2,312,6,
i290,Entire home/apt,200,30,9,6/15/2023,0.07,1,301,2,
i291,Private room,148,2,3,3/13/2017,0.02,1,0,0,
i292,Entire home/apt,325,2,6,6/19/2022,0.05,1,0,0,
i293,Private room,74,2,41,9/4/2017,0.32,1,363,0,
i294,Entire home/apt,152,30,100,5/26/2023,0.78,4,244,2,
i295,Entire home/apt,165,90,54,3/28/2020,0.42,1,0,0,
i296,Entire home/apt,1000,1,7,3/14/2019,0.05,1,365,0,
i297,Entire home/apt,225,3,1,7/31/2013,0.01,1,358,0,
i298,Entire home/apt,85,30,198,8/22/2023,1.63,1,89,5,
i299,Entire home/apt,398,3,22,7/4/2023,0.19,4,148,8,
i300,Entire home/apt,399,5,0,,,1,0,0,
i301,Entire home/apt,128,2,58,8/27/2023,0.5,3,65,15,
i302,Private room,250,3,0,,,1,0,0,
i303,Entire home/apt,75,1,1140,8/24/2023,8.89,2,326,76,
i304,Entire home/apt,114,1,78,2/28/2020,0.61,1,0,0,
i305,Entire home/apt,178,2,239,4/1/2023,1.87,1,256,4,
i306,Entire home/apt,269,2,161,4/16/2023,1.38,2,338,9,
i307,Entire home/apt,75,60,13,8/14/2023,0.1,1,150,1,
i308,Entire home/apt,1000,3,14,11/26/2022,0.26,1,38,2,
i309,Private room,350,1,0,,,1,0,0,
i310,Entire home/apt,64,1,336,8/24/2023,2.63,2,85,104,
i311,Entire home/apt,184,4,176,5/15/2023,1.39,1,281,10,
i312,Entire home/apt,264,2,221,9/3/2023,1.75,1,350,20,
i313,Private room,49,2,9,10/9/2016,0.1,1,0,0,
i314,Entire home/apt,750,1,414,11/28/2021,3.3,2,109,0,
i315,Entire home/apt,121,2,46,9/5/2023,0.36,1,150,34,
i316,Entire home/apt,24,2,28,5/7/2023,0.22,17,365,5,
i317,Entire home/apt,121,3,131,9/4/2023,1.13,2,70,49,
i318,Entire home/apt,178,3,34,6/18/2022,0.31,3,159,0,
i319,Entire home/apt,1000,7,10,11/29/2022,0.33,1,362,3,
i320,Entire home/apt,80,2,612,9/4/2023,4.79,3,68,56,
i321,Private room,115,3,9,10/17/2022,0.16,2,362,2,
i322,Private room,200,1,1,3/12/2013,0.01,1,0,0,
i323,Private room,350,1,0,,,1,0,0,
i324,Entire home/apt,91,2,10,9/4/2023,6.52,1,62,10,
i325,Private room,49,30,29,5/30/2023,0.23,3,365,4,
i326,Private room,96,2,200,3/9/2020,1.73,1,86,0,
i327,Entire home/apt,119,3,355,6/28/2023,3.15,3,29,31,
i328,Entire home/apt,280,2,84,5/29/2023,0.94,1,0,7,
i329,Private room,80,2,28,12/4/2022,0.24,1,73,2,
i330,Private room,149,3,89,3/10/2020,0.7,1,0,0,
i331,Entire home/apt,1071,2,21,5/7/2023,0.3,1,44,1,
i332,Entire home/apt,189,2,200,7/30/2023,1.65,1,164,8,
i333,Private room,67,30,66,10/15/2017,0.55,1,162,0,
i334,Private room,250,1,208,10/24/2022,1.66,2,365,1,
i335,Entire home/apt,486,3,307,8/13/2023,2.52,2,315,43,
i336,Entire home/apt,780,2,6,3/19/2022,0.05,1,328,0,
i337,Entire home/apt,240,1,0,,,1,0,0,
i338,Entire home/apt,64,90,6,6/7/2023,0.07,1,247,2,
i339,Entire home/apt,288,2,331,9/3/2023,2.66,3,326,32,
i340,Entire home/apt,400,1,221,8/16/2023,1.8,30,306,25,
i341,Entire home/apt,589,1,191,8/6/2023,1.6,30,336,11,
i342,Entire home/apt,259,1,216,8/21/2023,1.75,30,323,24,
i343,Entire home/apt,65,20,40,6/27/2023,0.44,2,5,8,
i344,Entire home/apt,132,3,170,5/15/2022,1.4,1,130,0,
i345,Private room,89,3,201,6/12/2023,1.8,2,9,24,
i346,Entire home/apt,250,2,0,,,1,0,0,
i347,Entire home/apt,257,1,620,8/27/2023,5,7,250,63,
i348,Entire home/apt,300,30,9,10/9/2017,0.07,2,173,0,
i349,Entire home/apt,98,1,613,8/26/2023,4.95,1,40,34,
i350,Entire home/apt,129,1,739,8/20/2023,6,7,263,57,
i351,Entire home/apt,721,2,5,7/23/2023,0.59,1,89,5,
i352,Entire home/apt,146,2,8,9/4/2023,1.07,2,154,8,
i353,Entire home/apt,190,28,9,2/24/2022,0.09,2,348,0,
i354,Entire home/apt,257,3,20,6/20/2023,0.18,3,103,13,
i355,Entire home/apt,175,30,148,8/31/2022,1.21,1,0,0,
i356,Private room,234,1,0,,,1,0,0,
i357,Private room,91,2,193,4/21/2023,1.58,5,0,3,
i358,Entire home/apt,108,3,181,9/4/2023,1.5,2,223,18,
i359,Entire home/apt,775,3,67,5/22/2023,0.73,1,337,1,
i360,Entire home/apt,499,30,47,8/13/2021,0.39,2,252,0,
i361,Entire home/apt,364,3,202,8/14/2023,1.75,5,294,13,
i362,Private room,72,3,35,3/4/2023,0.34,1,102,2,
i363,Entire home/apt,150,2,22,10/30/2022,0.2,1,351,4,
i364,Entire home/apt,96,2,326,9/4/2023,2.69,1,305,17,
i365,Private room,39,1,271,7/4/2023,2.21,11,0,1,
i366,Entire home/apt,293,1,303,8/24/2023,2.79,13,322,32,
i367,Entire home/apt,99,2,0,,,1,157,0,
i368,Entire home/apt,1750,3,1,7/31/2021,0.04,2,364,0,
i369,Entire home/apt,99,20,74,7/19/2023,0.61,10,365,6,
i370,Entire home/apt,144,1,1141,9/3/2023,9.49,2,315,110,
i371,Entire home/apt,96,2,181,8/17/2023,1.49,1,114,22,
i372,Entire home/apt,115,2,300,3/13/2022,2.54,1,0,0,
i373,Entire home/apt,118,1,593,8/31/2023,4.86,2,280,76,
i374,Entire home/apt,73,30,13,7/7/2023,0.15,1,328,2,
i375,Entire home/apt,185,2,132,9/20/2020,1.13,1,0,0,
i376,Private room,500,1,0,,,1,0,0,
i377,Private room,49,1,304,8/19/2023,2.49,11,9,23,
i378,Entire home/apt,250,30,3,8/16/2015,0.03,1,263,0,
i379,Entire home/apt,259,1,242,7/31/2023,2.01,30,305,21,
i380,Entire home/apt,270,3,45,3/16/2023,0.39,1,325,4,
i381,Private room,115,1,0,,,1,0,0,
i382,Entire home/apt,67,2,310,9/4/2023,2.64,1,1,9,
i383,Entire home/apt,425,1,1,3/12/2014,0.01,1,365,0,
i384,Entire home/apt,154,3,234,7/8/2023,1.94,11,312,15,
i385,Entire home/apt,175,1,0,,,1,0,0,
i386,Entire home/apt,389,3,73,9/4/2023,0.61,1,75,3,
i387,Entire home/apt,98,3,271,9/4/2023,2.32,1,142,21,
i388,Entire home/apt,155,30,30,5/28/2023,0.3,2,269,4,
i389,Entire home/apt,423,2,270,8/18/2023,2.23,4,93,26,
i390,Entire home/apt,1100,3,0,,,1,0,0,
i391,Entire home/apt,137,20,90,7/31/2023,0.74,10,271,9,
i392,Entire home/apt,152,2,86,8/20/2023,0.72,1,249,27,
i393,Private room,35,30,0,,,2,249,0,
i394,Private room,100,1,8,10/28/2018,0.07,1,0,0,
i395,Entire home/apt,135,2,139,9/3/2023,1.2,1,304,1,
i396,Entire home/apt,98,3,254,8/13/2023,2.1,1,57,21,
i397,Entire home/apt,134,2,418,9/4/2023,3.46,1,258,26,
i398,Entire home/apt,350,30,27,3/16/2022,0.23,1,218,0,
i399,Private room,122,1,179,8/7/2023,1.48,1,328,7,
i400,Entire home/apt,1008,3,48,3/14/2023,0.42,1,86,4,
i401,Private room,48,1,16,5/24/2017,0.19,1,0,0,
i402,Entire home/apt,626,2,205,9/10/2023,1.99,1,194,36,
i403,Entire home/apt,120,20,83,7/24/2023,0.97,10,335,9,
i404,Entire home/apt,140,29,6,8/23/2020,0.05,2,0,0,
i405,Entire home/apt,127,30,50,5/12/2023,0.42,1,331,1,
i406,Entire home/apt,150,2,90,7/31/2023,0.82,1,279,8,
i407,Entire home/apt,225,3,132,3/12/2023,1.1,1,331,4,
i408,Entire home/apt,216,2,252,7/22/2023,2.11,1,211,39,
i409,Entire home/apt,150,30,15,4/14/2019,0.13,2,363,0,
i410,Private room,78,3,27,9/4/2023,0.29,1,85,12,
i411,Entire home/apt,300,1,0,,,1,0,0,
i412,Entire home/apt,232,30,41,3/14/2023,0.34,1,358,1,
i413,Entire home/apt,528,2,44,7/8/2023,0.38,1,0,1,
i414,Entire home/apt,110,90,0,,,2,362,0,
i415,Entire home/apt,291,7,35,2/16/2016,0.31,1,0,0,
i416,Private room,96,2,79,6/24/2023,0.66,2,339,14,
i417,Entire home/apt,250,3,27,5/8/2023,0.22,1,348,5,
i418,Private room,106,3,10,10/30/2015,0.09,2,0,0,
i419,Entire home/apt,130,2,218,8/19/2023,1.8,2,67,24,
i420,Entire home/apt,399,1,231,8/21/2023,1.92,30,332,19,
i421,Entire home/apt,105,2,256,7/15/2023,2.12,1,192,23,
i422,Entire home/apt,51,7,238,3/21/2022,2.41,2,75,0,
i423,Entire home/apt,400,1,0,,,1,0,0,
i424,Entire home/apt,183,2,98,7/22/2023,0.91,8,216,12,
i425,Entire home/apt,596,1,199,8/27/2023,1.66,30,314,13,
i426,Private room,100,1,2,1/21/2014,0.02,1,0,0,
i427,Entire home/apt,601,2,115,8/17/2023,0.97,1,166,13,
i428,Entire home/apt,139,2,162,9/7/2023,1.39,1,312,21,
i429,Entire home/apt,264,2,24,8/6/2018,0.21,1,0,0,
i430,Entire home/apt,356,1,28,8/20/2023,0.24,1,310,17,
i431,Entire home/apt,150,2,62,8/27/2023,0.54,2,121,12,
i432,Entire home/apt,650,3,7,3/15/2016,0.06,1,0,0,
i433,Entire home/apt,198,1,372,8/27/2023,3.22,3,95,29,
i434,Private room,80,2,39,9/4/2023,0.34,1,354,9,
i435,Private room,305,1,0,,,1,0,0,
i436,Entire home/apt,450,1,0,,,1,0,0,
i437,Entire home/apt,172,45,54,8/21/2023,0.46,12,319,10,
i438,Entire home/apt,441,2,72,3/19/2023,0.94,1,4,2,
i439,Entire home/apt,1403,2,39,5/22/2022,0.43,1,334,0,
i440,Entire home/apt,289,3,9,10/16/2017,0.08,1,0,0,
i441,Private room,125,2,11,5/8/2022,0.1,1,336,0,
i442,Entire home/apt,350,1,0,,,1,0,0,
i443,Entire home/apt,236,2,5,10/10/2018,0.06,4,0,0,
i444,Entire home/apt,171,4,130,8/25/2023,1.12,1,301,17,
i445,Private room,155,1,0,,,1,0,0,
i446,Entire home/apt,125,2,455,9/4/2023,3.8,1,94,42,
i447,Entire home/apt,91,1,830,8/21/2023,6.95,1,85,53,
i448,Entire home/apt,764,3,2,11/14/2022,0.02,1,359,1,
i449,Entire home/apt,300,2,142,8/13/2023,1.97,2,340,15,
i450,Entire home/apt,800,14,0,,,2,358,0,
i451,Entire home/apt,110,30,40,9/1/2023,0.37,4,103,9,
i452,Entire home/apt,169,2,43,7/30/2023,0.36,1,292,18,
i453,Private room,150,1,0,,,1,0,0,
i454,Entire home/apt,400,4,3,10/23/2022,0.03,3,364,1,
i455,Private room,70,2,7,3/18/2019,0.07,1,0,0,
i456,Private room,52,2,54,10/8/2018,0.5,4,0,0,
i457,Entire home/apt,72,14,109,7/31/2020,0.91,1,0,0,
i458,Entire home/apt,132,1,586,8/27/2023,4.96,2,234,73,
i459,Private room,110,30,159,5/8/2023,1.34,1,128,1,
i460,Entire home/apt,520,24,5,7/3/2023,0.04,1,103,1,
i461,Private room,179,2,3,1/5/2014,0.03,1,0,0,
i462,Entire home/apt,121,1,103,8/6/2023,0.95,3,332,12,
i463,Entire home/apt,102,2,408,9/4/2023,3.48,8,155,19,
i464,Entire home/apt,161,1,32,9/4/2023,0.44,1,152,12,
i465,Entire home/apt,975,3,5,4/6/2019,0.05,1,89,0,
i466,Entire home/apt,557,3,75,5/15/2023,0.64,1,305,10,
i467,Entire home/apt,81,30,198,6/1/2021,1.71,2,0,0,
i468,Entire home/apt,375,29,19,3/10/2023,0.16,2,314,4,
i469,Entire home/apt,123,2,3,10/12/2015,0.03,1,0,0,
i470,Entire home/apt,750,1,2,7/22/2023,0.92,1,0,2,
i471,Entire home/apt,166,3,122,9/3/2023,1.43,3,49,33,
i472,Entire home/apt,405,2,98,4/11/2023,0.86,15,354,3,
i473,Entire home/apt,650,3,63,7/31/2023,0.61,10,7,17,
i474,Entire home/apt,590,2,2,1/10/2016,0.02,1,0,0,
i475,Entire home/apt,149,2,72,2/26/2023,0.63,1,0,6,
i476,Private room,50,2,49,10/8/2018,0.44,4,0,0,
i477,Entire home/apt,385,2,18,3/24/2019,0.17,4,0,0,
i478,Entire home/apt,189,2,25,7/4/2023,0.22,1,78,8,
i479,Entire home/apt,1500,3,3,3/11/2018,0.03,2,154,0,
i480,Private room,100,30,1,12/30/2018,0.02,2,0,0,
i481,Entire home/apt,575,3,21,7/10/2021,0.19,1,358,0,
i482,Entire home/apt,464,2,336,9/4/2023,3.09,3,326,29,
i483,Entire home/apt,5000,30,0,,,1,365,0,
i484,Private room,95,2,26,5/19/2018,0.22,3,0,0,
i485,Entire home/apt,479,6,1,3/23/2015,0.01,1,362,0,
i486,Entire home/apt,199,2,77,7/9/2023,0.67,1,337,3,
i487,Entire home/apt,113,3,186,7/31/2023,1.69,3,47,24,
i488,Entire home/apt,146,5,187,5/2/2023,1.62,4,35,17,
i489,Entire home/apt,188,3,324,8/22/2023,2.85,6,139,47,
i490,Entire home/apt,122,2,23,9/2/2023,0.2,1,131,20,
i491,Private room,102,3,2,10/15/2014,0.02,1,0,0,
i492,Entire home/apt,700,2,0,,,1,0,0,
i493,Entire home/apt,101,2,178,3/12/2020,1.85,1,0,0,
i494,Entire home/apt,1200,3,5,3/18/2016,0.05,1,0,0,
i495,Entire home/apt,400,45,146,4/24/2023,1.26,12,255,2,
i496,Entire home/apt,200,3,1,3/22/2016,0.01,1,0,0,
i497,Entire home/apt,200,2,16,8/21/2023,1.23,1,0,14,
i498,Entire home/apt,199,1,527,8/17/2023,4.52,1,313,46,
i499,Entire home/apt,110,1,776,9/4/2023,6.66,1,19,70,
i500,Entire home/apt,500,1,0,,,1,0,0,
i501,Entire home/apt,146,2,75,5/28/2023,0.82,2,204,16,
i502,Entire home/apt,274,30,193,8/17/2023,1.67,30,326,21,
i503,Entire home/apt,400,3,2,3/17/2014,0.02,1,365,0,
i504,Entire home/apt,459,2,52,3/12/2020,0.47,1,0,0,
i505,Entire home/apt,97,1,327,8/26/2023,2.83,1,141,51,
i506,Entire home/apt,400,4,3,3/14/2019,0.03,1,0,0,
i507,Private room,82,4,6,2/23/2023,0.37,3,365,3,
i508,Private room,164,2,0,,,1,0,0,
i509,Entire home/apt,750,5,0,,,1,0,0,
i510,Entire home/apt,175,1,35,5/12/2015,0.3,1,0,0,
i511,Entire home/apt,129,1,12,3/22/2016,0.11,1,0,0,
i512,Private room,99,1,0,,,1,0,0,
i513,Entire home/apt,300,4,0,,,1,0,0,
i514,Private room,52,1,329,8/18/2023,2.85,11,5,29,
i515,Entire home/apt,345,2,23,10/17/2021,0.2,1,356,0,
i516,Entire home/apt,1200,1,0,,,1,0,0,
i517,Entire home/apt,700,1,0,,,1,0,0,
i518,Entire home/apt,110,2,312,9/4/2023,2.7,1,21,31,
i519,Entire home/apt,199,7,53,3/3/2023,0.46,11,89,1,
i520,Entire home/apt,950,4,3,3/17/2016,0.03,1,0,0,
i521,Entire home/apt,200,1,0,,,1,0,0,
i522,Entire home/apt,400,2,2,2/9/2016,0.02,1,0,0,
i523,Entire home/apt,70,2,533,8/18/2023,4.59,1,0,25,
i524,Entire home/apt,475,5,0,,,1,0,0,
i525,Private room,85,2,14,4/29/2018,0.13,3,0,0,
i526,Entire home/apt,600,2,9,3/19/2016,0.08,1,0,0,
i527,Entire home/apt,101,30,79,11/1/2021,0.68,1,363,0,
i528,Entire home/apt,1000,2,9,10/12/2016,0.09,1,0,0,
i529,Entire home/apt,2000,4,0,,,1,0,0,
i530,Entire home/apt,200,1,6,3/19/2017,0.05,1,0,0,
i531,Entire home/apt,176,3,133,9/3/2023,1.15,2,74,5,
i532,Entire home/apt,195,180,3,3/16/2016,0.03,1,364,0,
i533,Entire home/apt,750,1,0,,,1,0,0,
i534,Private room,150,2,1,3/18/2015,0.01,1,0,0,
i535,Entire home/apt,350,7,0,,,1,0,0,
i536,Entire home/apt,125,2,0,,,1,0,0,
i537,Entire home/apt,475,3,14,3/15/2023,0.12,1,15,1,
i538,Entire home/apt,475,1,1,3/19/2014,0.01,1,0,0,
i539,Entire home/apt,1257,4,0,,,1,89,0,
i540,Entire home/apt,900,1,0,,,1,0,0,
i541,Private room,267,1,0,,,1,0,0,
i542,Entire home/apt,900,1,1,3/12/2014,0.01,1,0,0,
i543,Private room,135,2,0,,,1,0,0,
i544,Entire home/apt,179,3,26,3/17/2020,0.29,1,0,0,
i545,Entire home/apt,3800,2,0,,,1,178,0,
i546,Entire home/apt,2000,1,0,,,1,0,0,
i547,Entire home/apt,180,3,174,4/16/2023,1.5,1,94,5,
i548,Private room,200,1,0,,,1,0,0,
i549,Private room,333,1,0,,,1,0,0,
i550,Entire home/apt,150,2,249,3/16/2020,2.15,2,0,0,
i551,Entire home/apt,875,1,0,,,1,0,0,
i552,Private room,72,2,19,6/22/2015,0.17,1,0,0,
i553,Entire home/apt,135,2,40,9/3/2023,0.55,1,259,4,
i554,Entire home/apt,850,1,0,,,1,0,0,
i555,Entire home/apt,150,2,3,3/20/2017,0.03,1,0,0,
i556,Entire home/apt,93,3,3,3/18/2018,0.03,1,0,0,
i557,Entire home/apt,108,29,19,8/5/2023,0.16,3,2,3,
i558,Entire home/apt,189,30,190,8/14/2022,1.69,2,47,0,
i559,Entire home/apt,135,1,1,3/10/2014,0.01,1,0,0,
i560,Entire home/apt,550,2,0,,,1,0,0,
i561,Entire home/apt,400,3,0,,,1,0,0,
i562,Entire home/apt,610,1,220,6/26/2023,1.91,30,330,14,
i563,Entire home/apt,550,1,3,5/7/2014,0.03,1,365,0,
i564,Entire home/apt,329,2,17,1/31/2022,0.18,3,350,0,
i565,Private room,95,1,0,,,1,0,0,
i566,Entire home/apt,400,1,0,,,1,0,0,
i567,Entire home/apt,400,3,0,,,1,0,0,
i568,Entire home/apt,1200,1,0,,,1,0,0,
i569,Private room,49,30,36,8/26/2023,0.33,1,49,5,
i570,Entire home/apt,179,2,10,5/7/2023,0.46,1,23,5,
i571,Entire home/apt,250,30,9,8/4/2015,0.08,1,364,0,
i572,Entire home/apt,94,3,222,8/31/2023,1.92,3,95,31,
i573,Private room,40,1,17,1/1/2016,0.15,1,0,0,
i574,Entire home/apt,207,2,5,9/19/2021,0.08,1,0,0,
i575,Entire home/apt,300,1,1,3/18/2014,0.01,1,0,0,
i576,Entire home/apt,375,7,0,,,1,0,0,
i577,Entire home/apt,165,90,2,11/7/2014,0.02,2,365,0,
i578,Entire home/apt,2500,1,0,,,1,0,0,
i579,Private room,200,1,0,,,2,0,0,
i580,Entire home/apt,125,3,1,5/28/2014,0.01,1,0,0,
i581,Shared room,120,1,1,3/21/2015,0.01,1,0,0,
i582,Entire home/apt,550,3,0,,,1,0,0,
i583,Entire home/apt,178,3,23,7/31/2023,0.25,3,217,15,
i584,Entire home/apt,160,2,26,5/29/2017,0.22,1,0,0,
i585,Entire home/apt,250,4,0,,,1,0,0,
i586,Private room,300,1,0,,,2,0,0,
i587,Entire home/apt,104,2,53,5/7/2023,0.63,1,17,27,
i588,Private room,91,1,8,3/16/2017,0.07,1,0,0,
i589,Entire home/apt,1000,1,0,,,2,0,0,
i590,Entire home/apt,1000,1,0,,,2,0,0,
i591,Entire home/apt,500,1,0,,,1,0,0,
i592,Private room,159,2,24,7/22/2018,0.23,1,0,0,
i593,Entire home/apt,300,1,0,,,1,0,0,
i594,Entire home/apt,500,1,0,,,1,0,0,
i595,Entire home/apt,450,180,52,10/11/2020,0.45,1,362,0,
i596,Entire home/apt,225,1,0,,,1,0,0,
i597,Entire home/apt,650,3,1,3/17/2014,0.01,1,0,0,
i598,Entire home/apt,775,1,0,,,1,0,0,
i599,Entire home/apt,120,2,137,3/15/2023,1.21,1,15,3,
i600,Private room,100,2,0,,,1,0,0,
i601,Entire home/apt,73,1,731,8/24/2023,6.34,8,346,73,
i602,Private room,100,1,1,3/18/2014,0.01,1,0,0,
i603,Private room,200,1,0,,,1,0,0,
i604,Private room,91,2,121,5/21/2023,1.05,1,354,4,
i605,Private room,115,2,2,3/25/2015,0.02,1,0,0,
i606,Private room,175,2,0,,,1,0,0,
i607,Entire home/apt,400,1,0,,,1,0,0,
i608,Private room,200,1,0,,,1,0,0,
i609,Entire home/apt,166,2,35,9/4/2023,0.3,1,326,14,
i610,Entire home/apt,200,1,1,3/15/2015,0.01,1,0,0,
i611,Entire home/apt,145,3,223,5/28/2023,1.93,1,149,7,
i612,Private room,225,1,0,,,1,0,0,
i613,Entire home/apt,165,28,0,,,1,0,0,
i614,Private room,125,1,41,4/16/2023,0.4,2,364,2,
i615,Entire home/apt,180,2,16,10/21/2018,0.15,1,0,0,
i616,Entire home/apt,79,1,1026,8/24/2023,8.88,2,304,79,
i617,Entire home/apt,300,1,0,,,1,0,0,
i618,Entire home/apt,227,2,19,11/10/2015,0.16,1,70,0,
i619,Entire home/apt,119,30,26,5/31/2023,0.23,1,266,4,
i620,Private room,70,1,0,,,1,0,0,
i621,Private room,120,3,10,3/12/2019,0.11,1,0,0,
i622,Entire home/apt,499,2,10,11/30/2019,0.15,1,0,0,
i623,Entire home/apt,95,5,0,,,1,241,0,
i624,Entire home/apt,142,7,0,,,3,362,0,
i625,Entire home/apt,5000,3,129,7/27/2020,1.13,1,180,0,
i626,Entire home/apt,78,30,25,7/10/2023,0.22,1,114,2,
i627,Entire home/apt,446,2,200,9/3/2023,1.85,3,45,30,
i628,Entire home/apt,199,2,134,6/10/2023,1.19,1,322,10,
i629,Entire home/apt,161,2,183,9/30/2018,1.6,1,0,0,
i630,Entire home/apt,131,2,80,5/21/2023,0.72,3,252,4,
i631,Entire home/apt,500,2,0,,,1,0,0,
i632,Entire home/apt,78,30,40,5/2/2023,0.38,1,25,3,
i633,Entire home/apt,500,4,9,9/4/2023,1.19,1,155,9,
i634,Entire home/apt,190,1,122,8/21/2023,1.09,19,292,9,
i635,Entire home/apt,196,1,64,7/6/2023,0.64,19,229,9,
i636,Entire home/apt,150,2,273,6/26/2023,2.58,2,159,24,
i637,Entire home/apt,200,2,83,5/7/2023,0.74,2,170,15,
i638,Entire home/apt,69,3,594,8/25/2023,5.22,6,61,33,
i639,Entire home/apt,1300,3,18,4/2/2023,0.48,2,348,3,
i640,Entire home/apt,500,3,6,3/15/2016,0.06,1,0,0,
i641,Entire home/apt,800,2,51,4/9/2023,0.46,7,215,1,
i642,Entire home/apt,198,2,6,3/19/2023,0.06,1,0,2,
i643,Entire home/apt,389,2,0,,,1,0,0,
i644,Entire home/apt,610,1,180,8/13/2023,1.6,30,334,17,
i645,Entire home/apt,128,1,99,4/23/2023,0.98,10,289,4,
i646,Entire home/apt,140,1,111,8/14/2023,1.05,10,299,12,
i647,Entire home/apt,145,1,130,7/24/2023,1.26,1,292,17,
i648,Entire home/apt,140,1,119,8/27/2023,1.09,10,281,21,
i649,Entire home/apt,200,2,21,10/25/2022,0.19,1,298,2,
i650,Entire home/apt,432,3,27,5/7/2023,0.3,1,332,4,
i651,Private room,48,30,138,6/21/2020,1.27,2,0,0,
i652,Entire home/apt,193,1,171,8/26/2023,1.53,47,142,13,
i653,Entire home/apt,179,1,197,8/19/2023,1.75,47,131,19,
i654,Entire home/apt,85,10,7,8/20/2023,0.29,1,135,1,
i655,Entire home/apt,300,1,162,8/17/2023,1.48,47,151,14,
i656,Entire home/apt,600,2,65,4/2/2023,0.74,6,318,6,
i657,Entire home/apt,250,2,1,10/5/2015,0.01,2,0,0,
i658,Entire home/apt,234,2,110,7/23/2023,1.2,9,31,30,
i659,Private room,105,30,4,9/28/2014,0.04,2,365,0,
i660,Entire home/apt,103,1,299,7/31/2023,2.74,8,315,30,
i661,Entire home/apt,579,3,4,6/13/2021,0.05,2,323,0,
