id,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm
3440,6,5/28/23,0.27,4
3441,18,9/4/23,0.27,9
3442,22,1/20/20,0.33,0
3443,0,,,0
3444,14,3/19/18,0.21,0
3445,0,,,0
3446,113,6/13/21,1.69,0
3447,19,2/16/20,0.28,0
3448,34,3/10/20,0.5,0
3449,72,8/20/23,1.11,6
3450,28,7/24/22,1.14,0
3451,74,9/4/23,1.09,39
3452,17,2/10/20,0.25,0
3453,2,3/18/18,0.03,0
3454,4,3/18/18,0.06,0
3455,0,,,0
3456,8,8/21/23,0.12,2
3457,1,2/19/18,0.01,0
3458,97,8/27/23,1.45,38
3459,0,,,0
3460,21,4/16/23,0.31,2
3461,25,5/9/22,0.37,0
3462,88,4/9/22,1.31,0
3463,7,10/16/18,0.1,0
3464,278,8/25/23,4.27,33
3465,0,,,0
3466,2,3/16/23,0.1,1
3467,41,6/24/18,0.61,0
3468,8,11/3/19,0.12,0
3469,5,8/5/23,0.08,1
3470,17,5/4/23,0.28,3
3471,6,10/24/22,0.09,1
3472,263,9/4/23,3.88,50
3473,41,7/5/23,0.61,14
3474,328,9/5/23,4.86,64
3475,0,,,0
3476,0,,,0
3477,4,5/13/18,0.06,0
3478,2,3/18/18,0.03,0
3479,96,8/11/23,1.42,3
3480,2,9/16/18,0.03,0
3481,0,,,0
3482,0,,,0
3483,95,9/5/23,1.41,24
3484,0,,,0
3485,70,6/20/23,1.04,3
3486,2,7/16/18,0.03,0
3487,10,10/1/22,0.16,1
3488,6,6/24/18,0.09,0
3489,468,9/1/23,7.06,83
3490,10,10/25/21,0.15,0
3491,75,11/3/22,1.19,2
3492,2,8/12/18,0.03,0
3493,15,5/6/18,0.22,0
3494,235,9/4/23,3.5,44
3495,176,7/30/23,2.63,11
3496,172,7/15/23,2.56,19
3497,212,7/30/23,3.14,31
3498,27,4/4/23,0.4,1
3499,1,3/17/18,0.01,0
3500,2,10/10/21,0.03,0
3501,43,4/29/23,0.65,5
3502,42,3/30/23,0.63,3
3503,80,2/1/21,1.19,0
3504,2,3/14/18,0.03,0
3505,45,3/15/19,0.67,0
3506,3,3/14/19,0.04,0
3507,1,3/17/18,0.01,0
3508,45,4/30/20,0.67,0
3509,1,3/11/18,0.01,0
3510,2,3/18/18,0.03,0
3511,116,6/25/23,1.73,7
3512,52,4/23/23,0.78,10
3513,1,3/13/18,0.01,0
3514,1,3/18/18,0.01,0
3515,1,3/2/18,0.01,0
3516,119,8/5/23,1.78,22
3517,26,7/23/23,0.39,1
3518,1,3/19/18,0.01,0
3519,3,4/1/18,0.04,0
3520,99,5/7/23,1.47,8
3521,0,,,0
3522,4,10/17/22,0.07,1
3523,37,7/1/23,0.67,4
3524,9,3/17/19,0.13,0
3525,0,,,0
3526,242,9/2/23,3.6,32
3527,0,,,0
3528,2,3/17/18,0.03,0
3529,6,4/8/18,0.09,0
3530,3,3/17/19,0.04,0
3531,3,10/17/22,0.04,1
3532,147,5/21/23,2.21,18
3533,2,3/13/18,0.03,0
3534,0,,,0
3535,7,5/28/23,1.24,7
3536,57,3/10/20,0.85,0
3537,11,3/12/23,0.23,8
3538,6,5/28/18,0.09,0
3539,445,8/26/23,6.61,122
3540,9,1/5/19,0.13,0
3541,5,5/6/19,0.07,0
3542,443,8/24/23,6.59,119
3543,3,10/21/18,0.04,0
3544,46,9/8/19,0.69,0
3545,300,9/4/23,4.49,37
3546,75,5/25/22,1.11,0
3547,601,8/27/23,8.94,128
3548,4,5/7/18,0.06,0
3549,8,9/4/22,0.27,0
3550,0,,,0
3551,0,,,0
3552,0,,,0
3553,0,,,0
3554,2,3/18/18,0.03,0
3555,11,10/23/22,0.29,1
3556,1,3/17/18,0.01,0
3557,3,7/29/18,0.04,0
3558,2,3/18/18,0.03,0
3559,69,2/17/19,1.03,0
3560,2,3/14/18,0.03,0
3561,26,9/2/23,0.39,4
3562,0,,,0
3563,3,6/3/18,0.04,0
3564,2,10/15/18,0.03,0
3565,7,5/27/18,0.1,0
3566,5,3/17/19,0.07,0
3567,43,6/4/23,0.64,11
3568,4,7/8/18,0.06,0
3569,0,,,0
3570,66,8/20/23,1.35,29
3571,11,7/3/18,0.16,0
3572,0,,,0
3573,0,,,0
3574,158,9/9/23,2.36,27
3575,9,10/24/18,0.13,0
3576,34,4/8/23,0.51,10
3577,3,9/26/21,0.05,0
3578,72,4/2/21,1.07,0
3579,4,5/2/18,0.06,0
3580,11,3/13/22,0.17,0
3581,263,9/15/20,3.91,0
3582,0,,,0
3583,1,3/18/18,0.01,0
3584,0,,,0
3585,152,7/24/23,2.27,10
3586,78,8/13/23,1.27,25
3587,17,12/28/19,0.25,0
3588,18,7/30/23,1.02,10
3589,0,,,0
3590,0,,,0
3591,0,,,0
3592,0,,,0
3593,2,5/4/18,0.03,0
3594,38,3/19/23,2.43,25
3595,5,10/28/18,0.07,0
3596,0,,,0
3597,3,4/23/18,0.04,0
3598,139,8/27/23,2.1,31
3599,10,9/4/23,0.15,9
3600,2,3/12/18,0.03,0
3601,0,,,0
3602,1,3/10/18,0.01,0
3603,1,3/16/18,0.01,0
3604,4,3/19/18,0.06,0
3605,47,4/8/23,0.73,10
3606,4,10/22/18,0.06,0
3607,0,,,0
3608,4,4/29/18,0.06,0
3609,3,3/17/19,0.04,0
3610,48,8/2/23,0.73,5
3611,2,3/18/18,0.03,0
3612,4,10/8/18,0.06,0
3613,38,2/18/20,0.57,0
3614,18,11/4/19,0.27,0
3615,10,4/30/18,0.15,0
3616,4,3/25/18,0.06,0
3617,4,4/22/18,0.06,0
3618,0,,,0
3619,311,8/29/23,4.63,100
3620,27,3/28/21,0.43,0
3621,1,4/22/18,0.02,0
3622,89,12/11/22,1.33,1
3623,3,10/6/19,0.04,0
3624,6,6/27/18,0.09,0
3625,19,10/31/22,0.28,1
3626,3,5/18/18,0.05,0
3627,1,9/10/21,0.04,0
3628,13,10/17/22,0.22,3
3629,1,3/17/18,0.01,0
3630,1,3/17/18,0.01,0
3631,45,4/22/23,0.67,3
3632,4,6/10/18,0.06,0
3633,0,,,0
3634,28,2/4/19,0.42,0
3635,25,8/7/21,0.39,0
3636,3,6/10/18,0.05,0
3637,7,10/16/18,0.1,0
3638,1,3/12/18,0.01,0
3639,137,9/4/23,2.06,10
3640,0,,,0
3641,0,,,0
3642,1,9/27/18,0.02,0
3643,0,,,0
3644,64,11/19/18,0.96,0
3645,0,,,0
3646,0,,,0
3647,0,,,0
3648,20,9/9/23,0.32,6
3649,1,10/22/21,0.04,0
3650,1,3/13/18,0.01,0
3651,3,3/14/18,0.04,0
3652,0,,,0
3653,4,9/19/22,0.16,1
3654,1,3/15/18,0.01,0
3655,1,3/13/18,0.01,0
3656,5,5/19/18,0.07,0
3657,0,,,0
3658,145,9/4/23,2.17,26
3659,1,3/11/18,0.01,0
3660,302,7/18/23,4.59,22
3661,0,,,0
3662,0,,,0
3663,3,11/22/18,0.04,0
3664,0,,,0
3665,1,3/11/18,0.01,0
3666,37,3/20/23,0.67,2
3667,27,8/18/23,0.4,2
3668,1,3/18/18,0.01,0
3669,10,4/29/18,0.15,0
3670,0,,,0
3671,1,3/11/18,0.01,0
3672,76,3/15/20,1.14,0
3673,0,,,0
3674,1,3/18/18,0.01,0
3675,1,10/23/18,0.02,0
3676,33,6/5/23,0.5,7
3677,0,,,0
3678,169,8/20/23,2.57,17
3679,2,3/15/18,0.03,0
3680,55,9/4/23,0.82,10
3681,40,10/16/22,0.6,1
3682,0,,,0
3683,40,9/3/23,0.68,11
3684,85,6/21/21,1.27,0
3685,0,,,0
3686,1,4/4/18,0.02,0
3687,11,3/16/20,0.24,0
3688,214,7/30/23,3.32,23
3689,1,3/15/18,0.01,0
3690,6,7/7/19,0.1,0
3691,0,,,0
3692,5,3/24/19,0.08,0
3693,4,10/7/19,0.07,0
3694,133,8/15/23,2.02,30
3695,2,4/15/18,0.03,0
3696,130,3/24/20,2.01,0
3697,29,8/7/23,0.45,4
3698,9,3/16/19,0.13,0
3699,427,9/6/23,6.56,85
3700,136,4/2/23,2.07,10
3701,0,,,0
3702,3,10/26/18,0.05,0
3703,36,8/13/23,0.54,25
3704,28,5/26/23,0.43,8
3705,117,8/31/23,1.78,8
3706,80,8/5/23,1.38,16
3707,31,6/25/23,0.57,1
3708,22,7/16/23,0.35,1
3709,21,8/27/23,0.33,8
3710,28,7/21/19,0.42,0
3711,2,4/30/22,0.07,0
3712,20,7/24/23,1.08,7
3713,8,11/18/18,0.12,0
3714,5,8/20/23,0.65,5
3715,14,1/2/22,0.22,0
3716,33,3/1/20,0.66,0
3717,117,9/4/23,1.85,8
3718,31,6/25/23,0.47,2
3719,3,7/20/23,0.11,1
3720,1,4/22/18,0.02,0
3721,1,10/23/22,0.09,1
3722,2,10/24/22,0.12,1
3723,210,8/27/23,3.25,25
3724,9,2/13/20,0.14,0
3725,44,7/29/23,0.67,10
3726,217,9/3/23,3.28,26
3727,3,6/7/23,0.51,3
3728,217,8/1/23,3.32,22
3729,170,7/28/23,2.56,19
3730,66,7/29/23,1.01,14
3731,56,3/16/23,0.86,4
3732,106,6/26/23,1.6,9
3733,14,3/15/19,0.21,0
3734,0,,,0
3735,1,5/1/18,0.02,0
3736,0,,,0
3737,311,9/1/23,4.77,55
3738,3,9/3/18,0.05,0
3739,15,10/13/19,0.23,0
3740,14,4/30/23,0.21,2
3741,4,8/20/23,0.26,3
3742,0,,,0
3743,0,,,0
3744,7,10/7/18,0.11,0
3745,143,9/4/23,2.2,29
3746,8,10/22/18,0.12,0
3747,3,6/3/18,0.05,0
3748,5,8/29/23,0.08,1
3749,0,,,0
3750,0,,,0
3751,1,5/13/18,0.02,0
3752,4,11/5/19,0.06,0
3753,18,8/27/23,3.02,18
3754,0,,,0
3755,150,8/31/23,2.31,21
3756,12,11/17/19,0.19,0
3757,124,7/30/23,1.89,3
3758,0,,,0
3759,123,5/29/23,1.92,13
3760,4,7/15/18,0.06,0
3761,1,10/10/22,0.09,1
3762,3,2/11/19,0.05,0
3763,264,8/6/23,4.03,60
3764,13,3/12/23,0.2,1
3765,0,,,0
3766,27,3/5/23,0.43,1
3767,47,2/26/23,0.73,5
3768,93,8/3/23,1.43,18
3769,111,5/8/23,2.2,13
3770,14,8/4/18,0.21,0
3771,313,8/20/23,4.79,60
3772,49,3/12/20,0.75,0
3773,30,7/8/23,0.59,3
3774,3,6/23/18,0.05,0
3775,259,8/14/23,4.03,31
3776,87,7/9/23,1.34,6
3777,1,5/24/18,0.02,0
3778,23,10/22/22,0.35,4
3779,155,11/21/19,2.41,0
3780,19,9/2/18,0.29,0
3781,5,11/17/22,0.09,1
3782,5,9/1/18,0.08,0
3783,2,8/22/21,0.04,0
3784,76,9/4/23,1.26,26
3785,140,4/16/23,2.15,6
3786,17,1/23/19,0.26,0
3787,36,4/29/23,0.64,4
3788,0,,,0
3789,25,4/1/19,0.39,0
3790,441,9/4/23,6.8,68
3791,5,11/2/19,0.08,0
3792,67,4/14/19,1.04,0
3793,202,6/2/23,3.11,24
3794,18,2/23/20,0.28,0
3795,19,4/16/23,0.34,1
3796,248,8/28/23,3.82,38
3797,1,5/18/18,0.02,0
3798,70,8/24/23,1.11,7
3799,46,8/13/23,0.71,2
3800,47,4/19/23,1.01,1
3801,35,5/27/23,0.54,9
3802,27,4/16/23,0.42,1
3803,0,,,0
3804,55,8/28/23,0.85,2
3805,119,7/3/23,1.86,11
3806,4,10/24/18,0.06,0
3807,4,10/14/18,0.06,0
3808,78,7/25/23,1.26,18
3809,4,6/3/18,0.06,0
3810,39,8/16/23,1.7,10
3811,49,8/13/23,0.77,1
3812,182,7/9/23,3.04,28
3813,11,6/12/19,0.18,0
3814,110,8/20/23,1.81,22
3815,1,5/23/18,0.02,0
3816,1,7/22/18,0.02,0
3817,39,9/3/23,3.21,39
3818,6,10/15/18,0.09,0
3819,84,8/6/23,1.59,28
3820,2,10/14/19,0.04,0
3821,218,9/4/23,3.41,43
3822,0,,,0
3823,22,3/13/23,0.39,1
3824,60,4/29/23,0.94,1
3825,2,9/3/18,0.03,0
3826,14,10/24/18,0.22,0
3827,3,10/22/18,0.05,0
3828,184,7/24/23,2.86,27
3829,3,8/14/22,0.09,0
3830,162,6/11/23,2.53,26
3831,0,,,0
3832,23,4/17/23,0.36,2
3833,21,3/18/23,0.33,3
3834,146,1/24/22,2.44,0
3835,124,5/27/23,1.97,9
3836,17,10/21/18,0.27,0
3837,6,1/9/21,0.1,0
3838,0,,,0
3839,172,9/2/23,2.7,11
3840,83,4/28/22,1.36,0
3841,6,2/14/19,0.09,0
3842,10,8/5/18,0.16,0
3843,23,9/4/23,1.89,23
3844,1,6/10/18,0.02,0
3845,6,11/26/18,0.1,0
3846,18,10/13/19,0.28,0
3847,118,11/15/19,1.85,0
3848,124,5/29/23,1.98,9
3849,214,9/4/23,3.35,24
3850,112,8/28/23,1.76,19
3851,8,2/11/19,0.13,0
3852,92,3/19/23,1.45,1
3853,1,9/29/18,0.02,0
3854,15,6/2/20,0.24,0
3855,13,3/5/23,0.25,2
3856,105,8/6/23,1.66,6
3857,128,8/13/23,2.07,19
3858,84,7/15/22,1.33,0
3859,102,9/8/23,1.72,40
3860,72,8/1/21,1.13,0
3861,34,9/27/20,0.55,0
3862,14,6/30/19,0.22,0
3863,0,,,0
3864,2,10/21/18,0.03,0
3865,102,9/4/23,1.73,20
3866,40,9/3/23,0.65,8
3867,474,8/23/23,7.49,106
3868,31,12/17/19,0.52,0
3869,20,10/29/18,0.31,0
3870,15,7/5/23,0.27,6
3871,138,9/5/23,2.47,18
3872,1,6/7/20,0.03,0
3873,297,8/13/23,4.69,72
3874,100,7/31/23,1.61,11
3875,58,5/7/23,1.24,7
3876,96,8/14/23,1.53,11
3877,91,11/17/19,1.44,0
3878,289,9/1/23,4.58,61
3879,123,8/24/23,2,24
3880,158,10/24/22,2.52,7
3881,17,4/1/22,0.83,0
3882,512,8/29/23,8.15,56
3883,9,4/30/23,0.15,1
3884,230,3/8/20,3.63,0
3885,99,9/4/23,1.66,9
3886,67,5/29/23,1.24,16
3887,208,7/31/23,3.39,43
3888,98,11/29/20,1.55,0
3889,4,8/12/18,0.06,0
3890,10,8/19/23,0.16,1
3891,193,9/5/23,3.06,27
3892,43,8/27/23,0.71,10
3893,7,1/19/20,0.11,0
3894,81,9/4/23,1.29,25
3895,2,8/5/18,0.03,0
3896,51,6/4/23,0.84,10
3897,109,7/17/23,1.73,22
3898,78,8/26/23,1.26,12
3899,4,1/1/19,0.06,0
3900,10,11/10/19,0.16,0
3901,49,3/2/20,0.78,0
3902,44,8/27/23,0.74,8
3903,5,10/14/19,0.09,0
3904,95,8/21/23,1.56,28
3905,189,8/26/23,3.11,38
3906,37,8/13/23,0.68,12
3907,2,4/20/21,0.03,0
3908,3,6/10/20,0.06,0
3909,209,7/30/23,3.35,26
3910,215,8/20/23,3.48,26
3911,203,8/23/23,3.38,46
3912,389,8/12/23,6.22,52
3913,21,10/24/22,0.34,2
3914,56,1/31/23,0.9,2
3915,5,12/3/18,0.08,0
3916,11,10/24/22,0.18,1
3917,58,9/4/23,1.09,6
3918,131,7/13/23,2.25,18
3919,5,8/10/18,0.08,0
3920,4,11/11/18,0.06,0
3921,83,6/25/23,1.35,7
3922,81,9/2/23,1.34,19
3923,124,7/21/23,2,19
3924,103,8/20/23,1.67,16
3925,136,8/28/23,2.83,38
3926,190,9/4/23,3.14,93
3927,48,7/17/23,0.77,9
3928,5,4/15/22,0.08,0
3929,181,9/4/23,2.89,26
3930,49,8/27/23,0.9,22
3931,1,9/3/23,1,1
3932,13,4/20/23,0.21,5
3933,2,6/16/19,0.04,0
3934,6,3/29/19,0.1,0
3935,1,8/28/18,0.02,0
3936,397,8/23/23,6.36,39
3937,28,3/12/23,0.45,3
3938,82,8/5/23,1.33,9
3939,1,3/20/22,0.06,0
3940,138,7/12/23,2.24,22
3941,1,10/15/18,0.02,0
3942,178,9/4/23,2.86,22
3943,27,3/2/20,0.45,0
3944,189,9/4/23,3.14,36
3945,2,1/2/21,0.04,0
3946,47,6/26/19,0.76,0
3947,53,8/13/23,0.85,2
3948,75,8/13/23,1.23,16
3949,309,8/24/23,5.19,74
3950,26,5/6/19,0.43,0
3951,14,4/28/19,0.23,0
3952,48,8/26/23,0.77,10
3953,1,1/4/19,0.02,0
3954,26,8/1/22,0.42,0
3955,18,3/24/19,0.3,0
3956,348,8/28/23,7.01,71
3957,171,9/4/23,2.8,33
3958,7,2/28/23,0.12,1
3959,3,8/31/19,0.05,0
3960,98,9/4/23,1.62,25
3961,62,8/27/23,1.07,14
3962,97,4/14/23,1.57,6
3963,404,8/23/23,6.53,24
3964,6,11/25/18,0.1,0
3965,0,,,0
3966,54,7/16/23,0.87,7
3967,53,9/4/23,1.88,18
3968,1,10/15/18,0.02,0
3969,76,3/31/23,1.23,8
3970,16,7/30/23,0.3,1
3971,1,3/17/19,0.02,0
3972,55,4/3/23,0.92,6
3973,4,5/12/19,0.07,0
3974,3,6/8/19,0.06,0
3975,81,8/16/23,1.49,15
3976,4,2/13/21,0.07,0
3977,6,6/8/23,0.1,1
3978,30,12/15/21,0.49,0
3979,88,7/2/23,1.42,11
3980,152,8/28/23,2.47,33
3981,4,12/11/22,0.07,2
3982,119,4/30/23,1.93,11
3983,2,8/5/19,0.04,0
3984,11,1/13/23,0.18,2
3985,343,8/28/23,5.61,37
3986,85,9/4/23,1.39,8
3987,176,9/8/23,2.94,27
3988,5,11/3/18,0.08,0
3989,34,2/9/20,0.56,0
3990,221,8/22/23,3.81,33
3991,7,7/2/23,1.74,7
3992,254,7/31/23,4.12,56
3993,0,,,0
3994,6,11/4/18,0.1,0
3995,74,7/30/23,1.22,16
3996,17,7/17/23,0.31,13
3997,10,9/5/21,0.37,0
3998,11,9/29/18,0.18,0
3999,12,10/18/18,0.2,0
4000,8,8/6/23,0.13,1
4001,4,10/8/18,0.06,0
4002,98,8/31/23,1.65,22
4003,134,7/15/23,2.33,8
4004,104,8/22/23,1.69,1
4005,3,9/30/18,0.05,0
4006,127,8/24/23,2.11,23
4007,104,7/4/23,1.78,14
4008,98,7/28/23,1.63,22
4009,25,2/24/20,0.41,0
4010,4,11/24/18,0.07,0
4011,55,7/7/21,0.9,0
4012,6,2/14/22,0.11,0
4013,24,4/4/22,0.4,0
4014,3,8/6/19,0.05,0
4015,6,11/4/19,0.11,0
4016,105,9/4/23,1.73,27
4017,86,4/30/23,1.43,11
4018,120,8/13/23,1.97,22
4019,96,8/21/23,1.6,19
4020,426,8/31/23,6.94,90
4021,142,1/29/23,2.34,3
4022,8,2/22/23,0.13,1
4023,3,12/29/22,0.05,1
4024,8,8/30/23,0.14,2
4025,2,3/31/22,0.04,0
4026,64,5/19/23,1.05,19
4027,18,10/23/22,0.3,1
4028,62,8/30/23,2.43,22
4029,0,,,0
4030,154,8/24/23,2.51,32
4031,97,8/13/23,1.79,18
4032,104,9/4/23,1.71,47
4033,315,8/26/23,5.23,50
4034,1,4/14/19,0.02,0
4035,1,10/25/21,0.04,0
4036,22,6/27/23,0.4,1
4037,205,7/31/23,3.35,43
4038,191,7/3/23,3.19,9
4039,8,1/2/19,0.13,0
4040,12,3/18/22,0.2,0
4041,1,9/3/18,0.02,0
4042,10,3/8/20,0.17,0
4043,1,10/21/18,0.02,0
4044,2,3/10/19,0.03,0
4045,185,8/5/23,3.05,14
4046,3,10/1/22,0.05,1
4047,110,3/19/22,1.8,0
4048,48,8/20/23,0.82,8
4049,6,8/18/19,0.1,0
4050,142,8/20/23,2.35,27
4051,7,7/1/21,0.13,0
4052,13,7/12/23,0.22,3
4053,0,,,0
4054,7,3/4/20,0.12,0
4055,0,,,0
4056,182,1/8/23,3,11
4057,2,7/1/23,0.03,1
4058,182,8/13/23,3.04,38
4059,55,6/5/23,0.91,13
4060,100,8/21/23,1.68,32
4061,80,3/27/22,1.31,0
4062,1,10/31/22,0.1,1
4063,8,11/4/18,0.13,0
4064,142,7/23/23,2.36,22
4065,198,7/30/23,3.33,28
4066,44,7/28/19,0.73,0
4067,70,9/2/23,1.17,18
4068,108,8/11/23,1.99,14
4069,75,9/8/23,1.4,15
4070,6,5/5/19,0.1,0
4071,1,10/15/18,0.02,0
4072,36,5/22/22,0.6,0
4073,14,9/30/19,0.23,0
4074,9,1/12/20,0.15,0
4075,55,3/12/20,0.92,0
4076,138,7/9/23,2.28,22
4077,151,8/20/23,2.56,47
4078,37,10/22/22,0.62,1
4079,86,6/19/23,1.42,17
4080,0,,,0
4081,0,,,0
4082,18,4/16/23,0.3,3
4083,8,11/12/22,0.42,2
4084,37,5/7/23,0.62,7
4085,2,3/1/19,0.03,0
4086,60,4/10/23,0.99,7
4087,4,10/21/18,0.07,0
4088,3,11/28/21,0.05,0
4089,211,9/20/21,3.46,0
4090,31,9/4/23,2.7,31
4091,39,4/1/23,0.65,14
4092,90,8/21/23,1.77,14
4093,72,7/10/23,1.32,5
4094,56,8/5/23,1.16,19
4095,276,9/4/23,4.62,49
4096,47,3/19/23,0.77,2
4097,3,1/3/20,0.07,0
4098,14,3/18/19,0.23,0
4099,102,8/27/23,1.68,42
4100,111,9/5/23,4.17,45
4101,153,7/5/23,2.53,15
4102,126,8/25/23,2.09,21
4103,2,11/25/18,0.03,0
4104,93,6/6/21,1.54,0
4105,177,8/27/23,2.93,31
4106,187,8/3/23,3.12,11
4107,15,2/23/20,0.25,0
4108,126,7/31/23,2.12,37
4109,7,3/29/23,0.19,2
4110,3,5/5/22,0.09,0
4111,229,8/6/23,3.82,36
4112,52,12/11/20,0.86,0
4113,97,10/10/22,1.67,1
4114,3,1/2/19,0.05,0
4115,11,7/7/19,0.18,0
4116,5,12/30/18,0.08,0
4117,0,,,0
4118,20,8/17/23,0.37,5
4119,121,8/20/23,1.99,26
4120,9,11/30/20,0.15,0
4121,70,9/3/23,1.15,16
4122,143,8/20/23,2.36,26
4123,4,10/27/18,0.07,0
4124,68,3/8/20,1.14,0
4125,5,7/9/19,0.09,0
4126,0,,,0
4127,72,5/8/23,1.19,5
4128,46,9/4/23,0.77,17
4129,87,8/13/23,1.59,10
4130,434,9/8/23,7.23,68
4131,261,9/3/23,4.33,50
4132,38,9/4/23,0.63,24
4133,86,8/20/23,1.44,14
4134,97,8/6/23,1.62,26
4135,54,11/6/19,0.89,0
4136,17,2/24/20,0.35,0
4137,1,10/15/18,0.02,0
4138,0,,,0
4139,0,,,0
4140,222,9/6/23,3.68,42
4141,5,4/8/19,0.08,0
4142,0,,,0
4143,342,9/4/23,5.78,70
4144,743,9/6/23,12.29,135
4145,47,8/6/23,0.81,8
4146,1,10/7/18,0.02,0
4147,30,10/13/19,0.54,0
4148,1,10/13/18,0.02,0
4149,3,10/28/18,0.05,0
4150,1,10/7/18,0.02,0
4151,144,9/9/23,2.38,29
4152,3,4/13/19,0.05,0
4153,2,10/13/18,0.03,0
4154,72,5/6/23,1.2,3
4155,7,10/13/19,0.12,0
4156,57,5/13/23,0.96,13
4157,11,11/4/19,0.19,0
4158,0,,,0
4159,156,8/20/23,2.6,22
4160,397,8/27/23,6.6,42
4161,32,8/11/19,0.53,0
4162,10,9/8/20,0.17,0
4163,53,11/3/19,0.88,0
4164,0,,,0
4165,7,4/13/19,0.12,0
4166,78,8/13/23,1.42,6
4167,25,10/15/19,0.42,0
4168,52,10/15/19,0.87,0
4169,0,,,0
4170,8,4/23/23,0.78,8
4171,0,,,0
4172,91,3/11/20,1.52,0
4173,2,8/16/19,0.03,0
4174,124,8/7/23,2.09,8
4175,53,6/5/23,0.88,4
4176,261,7/31/23,4.38,65
4177,192,8/22/23,3.21,46
4178,19,12/14/22,0.32,2
4179,306,9/5/23,5.13,58
4180,6,10/24/22,0.13,1
4181,3,10/21/18,0.05,0
4182,14,3/17/20,0.23,0
4183,25,1/8/22,0.42,0
4184,12,4/16/23,0.49,7
4185,105,7/10/23,1.75,22
4186,1,10/7/18,0.02,0
4187,6,9/15/19,0.1,0
4188,14,11/3/19,0.23,0
4189,5,6/30/23,0.08,3
4190,2,11/12/18,0.03,0
4191,123,7/30/23,2.13,15
4192,2,10/21/18,0.03,0
4193,5,11/4/19,0.08,0
4194,22,12/26/19,0.37,0
4195,122,8/10/23,2.04,15
4196,2,10/18/18,0.03,0
4197,10,10/24/21,0.17,0
4198,13,6/3/19,0.22,0
4199,10,5/5/19,0.17,0
4200,28,6/13/21,0.47,0
4201,73,9/4/23,1.27,8
4202,8,5/19/19,0.13,0
4203,189,8/23/23,3.15,47
4204,0,,,0
4205,2,10/21/18,0.03,0
4206,140,8/27/23,2.36,28
4207,14,9/5/23,0.46,8
4208,2,11/3/19,0.03,0
4209,0,,,0
4210,69,8/15/23,3.34,34
4211,2,10/28/18,0.03,0
4212,132,9/4/23,2.2,51
4213,1,1/15/19,0.02,0
4214,0,,,0
4215,23,7/7/19,0.38,0
4216,147,9/3/23,2.48,61
4217,2,5/19/19,0.03,0
4218,63,9/3/23,1.08,20
4219,0,,,0
4220,22,8/13/23,0.59,18
4221,0,,,0
4222,85,8/14/23,1.44,17
4223,33,3/8/20,0.59,0
4224,7,3/27/20,0.12,0
4225,1,10/21/18,0.02,0
4226,46,7/30/23,0.78,8
4227,12,4/4/19,0.21,0
4228,0,,,0
4229,10,10/15/22,0.18,1
4230,17,11/16/19,0.29,0
4231,20,3/31/19,0.34,0
4232,0,,,0
4233,4,8/4/19,0.08,0
4234,370,9/5/23,6.21,63
4235,46,5/23/23,0.78,7
4236,154,8/29/23,2.59,18
4237,9,4/15/19,0.16,0
4238,6,6/30/23,0.13,5
4239,68,8/20/23,1.21,14
4240,121,8/20/23,2.03,5
4241,140,8/21/23,2.37,32
4242,105,7/31/22,1.83,0
4243,25,7/31/23,0.43,1
4244,7,4/17/21,0.13,0
4245,38,9/3/23,0.65,14
4246,99,8/15/23,4.2,35
4247,32,6/1/23,0.54,10
4248,23,5/29/22,0.4,0
4249,23,7/2/23,0.42,8
4250,41,8/26/23,0.72,16
4251,363,8/28/23,6.17,58
4252,9,3/2/20,0.15,0
4253,194,9/8/23,3.3,42
4254,427,9/2/23,7.22,81
4255,55,5/7/23,0.99,15
4256,34,3/19/23,0.58,4
4257,60,7/4/23,1.03,13
4258,43,6/30/23,0.73,11
4259,6,10/23/22,0.11,3
4260,29,10/23/22,0.49,1
4261,30,9/9/19,0.51,0
4262,406,8/27/23,7.03,60
4263,116,8/27/23,2.03,36
4264,172,8/2/23,2.95,24
4265,47,7/21/23,0.81,4
4266,258,8/19/23,4.38,61
4267,0,,,0
4268,3,9/2/19,0.05,0
4269,0,,,0
4270,5,12/15/18,0.08,0
4271,3,1/2/19,0.05,0
4272,2,3/10/19,0.03,0
4273,3,3/17/19,0.05,0
4274,78,3/15/20,1.36,0
4275,146,8/29/23,2.51,24
4276,7,11/10/19,0.12,0
4277,186,8/18/23,3.17,23
4278,19,5/31/23,0.35,4
4279,0,,,0
4280,19,9/3/23,2.89,19
4281,17,2/19/19,0.29,0
4282,4,10/7/19,0.07,0
4283,16,6/23/23,0.7,7
4284,16,7/30/23,0.28,1
4285,87,6/25/23,1.59,12
4286,237,8/27/23,4.06,61
4287,0,,,0
4288,470,8/31/23,7.99,76
4289,199,9/8/23,3.42,38
4290,4,9/23/19,0.07,0
4291,0,,,0
4292,24,4/3/21,0.41,0
4293,34,3/15/20,0.61,0
4294,114,7/4/23,1.97,6
4295,27,3/20/22,0.49,0
4296,81,9/2/23,1.4,14
4297,58,9/5/23,4.08,43
4298,74,9/3/23,1.26,11
4299,181,9/4/23,3.17,96
4300,25,7/11/21,0.43,0
4301,0,,,0
4302,106,8/19/23,1.93,34
4303,63,9/6/23,1.13,18
4304,53,6/16/23,0.96,10
4305,8,6/9/19,0.14,0
